name,level,sex,ctime,rcount,like,content
暗影杀手妖蛾子,6,保密,1548606702,0,1,薛定谔的校长？
青丝飞上白霜,6,保密,1548604738,0,1,这个脑智慧这个，我亲戚拉着我去听过类似的课，全程洗脑，
微风的思念,4,女,1548598888,0,1,封面这是多大仇啊？
点评姬,5,保密,1548597091,0,1,风水轮流转，啥时候轮到b站
喀秋莎哦,5,男,1548592949,0,1,溜了溜了外卖来了。(◍ ´꒳` ◍)
洋洋的我,6,男,1548585336,0,1,以后每周就靠这个快乐啦
屋冶,5,保密,1548584290,0,1,噗哈哈哈
思考与矿物货币,5,男,1548584249,0,1,打破666
铃鹿御前Official,6,男,1548583566,0,1,封面有毒吧
下沉用户_1789886,5,男,1548583002,0,1,钱真好赚
七罪jealous,5,男,1548583220,0,1,说啥，信啥，讲啥，懂啥，失败，知道为啥失败吗？真为你感到悲哀
短笛大魔王二号,6,男,1548580451,0,1,666
无限盈利,4,保密,1548580753,0,1,原来b站和黄金眼合作了吗
可恶的幻灵,5,保密,1548579226,0,1,最强综艺节目
冷藏面包,6,男,1548577777,0,1,这都什么奇葩脑洞
幽灵乳酸菌,6,保密,1548577326,0,1,留下的是真金哈哈哈
BuorNa白笕,6,男,1548576493,0,1,蒙眼识字，解锁超能力吗？光的，波粒二象性。裸教吗？抱歉，请不要侮辱孩子的眼睛和家长的智商啊，喂╮(￣▽￣)╭
芭芭拉一库呦,5,保密,1548576465,0,1,小时候电视看1818，现在bilibili看哔哩哔哩黄金眼
虚无的物质,5,男,1548576287,0,1,他的意思是指尖即是月亮
真布真布岩崩锤,6,保密,1548575729,0,1,但淋淋不怕大家说
猕猴_大方块,5,女,1548575148,0,1,厉害厉害
L0v1u,6,男,1548575139,0,1,那个什么培训班难道不算是诈骗吗？
一颗会飞的芝士糖,6,保密,1548574939,0,1,比利比利代表的互联网文化[小电视_吃惊][小电视_赞][小电视_赞]
小巴南OV,6,男,1548575336,0,1,我演了，被当场揭穿了，我有什么好说的
沁若小溪,5,男,1548574638,1,1,量子纠缠好像不能传递指定信息吧
不想皮的李时珍,6,保密,1548575166,0,1,笑死我了
马尾控一只,6,保密,1548573755,0,1,我的鬼鬼，这个节目太秀的
暹罗猫法师,6,男,1548573005,1,1,波粒二象性……这是高中的知识，给学前班讲这个，有啥鸟用？
马尾控一只,6,保密,1548572986,0,1,封面有点东西的
啊度啊度啊,6,保密,1548572322,1,1,光子的波粒二象性很专业。。，
官冬嘱,6,保密,1548572293,0,1,快乐源泉(｀・ω・´)
梦想之东方,6,男,1548571803,0,1,他们是运用量子纠缠把大脑给传送到其他地方去了吗？真的好厉害啊（棒读）
糙汉小胡子,6,女,1548570949,0,1,1818黄金眼也是二次元的一份子了
发臭的闲带鱼,6,女,1548570797,0,1,1818！
校草王德发,5,保密,1548570537,0,1,我敏宝宝的战术撤退怎么可能没有？！
勿忘我心_,5,保密,1548569744,0,1,谢谢你，尤老师
Kouzu,6,男,1548569035,1,1,每周份的沙雕233333
百技艺行,6,男,1548568989,0,1,下期改名吧，叫黄金比例[2233娘_大笑]
呱呱納遜,6,男,1548568851,0,1,孙经理:你问，你问个锤子你问，问就撤退。
果仁夹心糖,5,男,1548569333,0,1,有没有中途切到QQ四回的←_←
二代目赣影,6,男,1548568495,0,1,蒙眼看颜色是真的，用印堂看的（认真脸）
卡罗路的夏夜,6,保密,1548568295,0,1,霸权预定
游戏账号2,5,女,1548568744,0,1,厉害了
要努力搞钱啊,6,女,1548568343,0,1,卧槽bilibili综艺黄金眼？！？！？！
账号已注销,0,保密,1548567919,0,1,封面把我笑死
爱莉希雅世界第一可愛,5,保密,1548567862,0,1,林校长现场表演量子迁跃╮(￣▽￣)╭
魔王亖,5,男,1548567525,0,1,哔哩哔哩@黄金眼 合作愉快多多益善
培训班管理_早学文化,5,保密,1548567523,0,1,什么脑力开发训练都是骗人的咯！家长们自己的脑子有多灵光心里没个b数吗？这种机构就是鉴定家长智商的机构
残剑亦伤,6,男,1548567514,0,1,66666666
煜与宇浴雨,6,保密,1548567395,0,1,不是黄金眼奇葩，是社会人太奇葩
杰歌oh,5,女,1548567375,0,1,绍兴人打卡处
子朔君,6,男,1548567373,0,1,我居然上电视了
kudo_sama,6,男,1548567258,0,1,要不做直播吧[小电视_笑]
二三三的骚年,6,保密,1548567000,0,1,太好了，终于在b站也能看1818黄金眼了。
杜甫不是豆腐_Officiol,5,保密,1548564865,0,1,第2019个赞(°∀°)ﾉ
小黑SOUL,6,保密,1548558943,1,1,聊的挺好嘛
心绪早已大不同,6,男,1548551791,0,1,这个是真的有意思哈哈哈
青綰y,5,女,1548544137,0,1,真的皮的不行，这还是我看的浙江6台1818黄金眼吗
天蓬大元帥,5,保密,1548544418,0,1,(=・ω・=)网红类的）
梦梅灬,6,女,1548541397,0,1,马也，逗死我了，好欢乐
非常讨厌现在的自己,6,男,1548532405,0,1,每一期我都看，快乐的源泉
孤独の投影,6,保密,1548525862,0,1,太逗啦！支持黄金眼！
三球悬铃木,6,保密,1548520615,0,1,太短了不够看
杠精劝退,5,保密,1548513992,0,1,天哪，我真的好喜欢这种节目背后的故事，制作特辑啥的，请继续啊我的8！
Koinuo,6,男,1548513663,0,1,(=・ω・=)下次能不能给出出现在这个视频里面的av号
荼林,5,保密,1548513430,0,1,真好玩，重新定义永远hhhhh
小池澍,6,保密,1548511450,0,1,我只记得拿鼻孔瞪我的
脑立方刘老师,6,保密,1548511240,0,1,怎么啦，我不好吗
怎么起ID哎,6,男,1548507883,0,1,不愧是小八
御坂18730,6,女,1548507822,0,1,别对我说永远永远永远，永远不是我要的明天。
费翔1995,5,保密,1548507536,0,1,哈哈
银川电缆,5,保密,1548505481,0,1,这期好玩，希望多来点这种视频
四儿的每天,5,男,1548504361,0,1,哈哈哈哈哈，作为浙江人，笑死我了
不奇妙None,5,保密,1548504233,0,1,希望能出个关于小吴的专题~
锻高潭,6,男,1548504064,0,1,av41675896
国报中精,5,男,1548504033,0,1,最皮的新闻节目？还六学
不想学习只想耍,6,保密,1548504432,0,1,看到最后，我怕你们会跑路啊（￣へ￣）
元气满满的Rae酱,5,保密,1548504351,0,1,哈哈哈哈我发现这些素材我都看过，一个没漏。1818不愧是我的下饭神器
yy2xt,6,保密,1548503458,0,1,哈哈，战术撤退
奉节郎,5,男,1548503373,0,1,来了来了，我最爱的肥宅快乐眼(･∀･)
__灰风__,5,保密,1548503001,0,1,你找鲁迅关我周树人什么事╮(￣▽￣)╭
茫茫人海一宅人,5,男,1548502971,0,1,你找孙悟空 跟我 六小龄童 有什么关系？
此用户zz,5,保密,1548502766,0,1,以前我以为只是喜欢看新闻，没想到上瘾成一发不可收拾
yu_haook,6,男,1548502750,0,1,来了老弟
光栅传感,5,保密,1548502780,0,1,你不出现听声音我也知道是你(´；ω；`)
Lhuuuu_,5,男,1548502514,0,1,1818黄金眼×bilibili第一期：av409644891818黄金眼×bilibili第二期：av41675896
空耳小天王,6,保密,1548502476,0,1,5分34秒。（疑似）吴磊的妈妈上镜。。，
Lhuuuu_,5,男,1548502514,0,1,1818黄金眼×bilibili第一期：av409644891818黄金眼×bilibili第二期：av41675896
阿形_胜平,5,保密,1548501766,0,1,如果新闻都是这，我就特别爱看
苍苍苍苍耳子,6,保密,1548501756,0,1,笑死我了
叽里咕凉,5,保密,1548501515,0,1,令bilibili网友们印象深刻的受访者都在bilibili鬼畜区
我不懂那风,6,男,1548501435,0,1,快乐源泉～（￣▽￣）
冒险雷炮长,5,保密,1548501264,1,1,全部都是1818的战绩
伊莉雅dasik,5,保密,1548501238,0,1,我们的评分员了[小电视_笑]竟然没有(=・ω・=)看来我要继续评分了
唉取个正常名都被举报,6,男,1548501167,0,1,我不干了啊(〜￣△￣)〜
年糕粘糕黏,5,男,1548501095,0,1,快乐源泉1818(｀・ω・´)
冯sir666,6,男,1548501006,0,1,最后一个老板：这里的人有钱，我们做美容
弹指一夕,6,男,1548500998,0,1,希望未来有一期能专门盘点你们1818出来的“小吴”们
汐沫v1,5,保密,1548500984,0,1,77
Panther_Morgen,6,保密,1548501878,0,1,量子波动还有后续嘛？想追剧(=・ω・=)
布灵布灵芭比Q,6,保密,1548501170,0,1,魔女幼熙bgm very good
傅圆慧,6,保密,1548501601,1,1,如果小吴大结局了，下期的关键词应该就是【1818连续剧】
芸豆卷w,6,女,1548500860,0,1,hhh这在电视上看着 视频也来了
萝铃的魔力601,5,女,1548500961,1,1,哈哈哈哈哈突然看到1818提到bilibili，就想着上来看看
欢喜丸丶,6,男,1548500937,0,1,xswl
抬手伸个懒腰,5,男,1548500795,0,1,60?
FRAAAAANK,5,男,1548500764,0,1,电视上正在放 哈哈哈哈（￣▽￣）
咕咕咕咕咕咕咕咕咕咕叽,5,保密,1548500748,0,1,量子脱身术 强无敌
一頭洋芋,6,男,1548500720,0,1,"ಠ_ಠ我有一个特异功能！！
ಠ_ರೃ取下眼睛~
ಠ_ಠ再装上去~
ರೃ_ಠ再取下另一只~
ಠ_ಠ再装上去~
ರೃ_ರೃ都取下来~
ರೃ∀ರೃ装不上去了！！！"
汐沫v1,5,保密,1548500652,0,1,40
Aoiiy,5,保密,1548500468,1,1,777
虞逸凡扣篮王,5,男,1548500450,0,1,顺丰
中二青年桓志张,5,男,1548500591,0,1,快乐源泉2333
LConY1,5,保密,1548580312,0,2,校长现场量子化
流星驯鹿,6,保密,1548574229,0,2,除了3.15也许就是这个了。
可怖獸丶,6,保密,1602090514,0,1,亲者自清我孝鼠
冷藏面包,6,男,1572344143,0,1,可笑的是 那些听信的家长居然有部分还是高材生 硕士等出身 这书读的 脑子都读坏了
sky羊羊羊,5,保密,1572343560,1,1,中国人是怎么了，读书都读傻了
Utaoki丶苦药,6,保密,1562921928,0,1,"我TM今天刚看完这个视频说权健的事，下午我妈就让我取快递，我一看名字这么眼熟R权健功能性内衣。
我打电话跟我妈质问，他说那都是前段时间的事了

我妈弄无限极我也就忍了，买了一大堆那个什么口服液，，灵芝皇一堆

今天这个权健我就TM不知道咋弄了，她现在的状态就属于明知道有问题还选择相信，我简直了?报警管用么?估计也没用，思想改变不了了。

求办法让我妈认清无限极 权健😭"
Ceral芒果,3,保密,1639026393,0,0,果断追了[热词系列_妙啊]
魏洁茹,5,保密,1633876341,0,0,画质还是老味道，不错。
神山_飛羽真,6,保密,1633335842,0,0,真好看
---祝小七---,4,保密,1632966818,0,0,为啥没有关注？我追剧了！
番茄烤蛋糕,5,女,1631919025,0,0,如果没和这种人打过交道，也就一笑，一想到我工作必须接触这些孙师傅，头已经开始疼了……
日暮温水,4,女,1631440253,0,0,我真的有人见过火疗，好像还挺有效果的，看着确实也吓人，人躺在按摩床上，隔着一层毛巾上面燃着火。
烧卖的肥耳,4,男,1630813296,0,0,专业演员禁止出演
不吃鱼的咕叽大哥哥,5,保密,1630251493,0,0,笑死了哈哈哈哈
Voo_YL,5,保密,1628585739,0,0,黄金眼有授权吗
潺潺泉水抚情阳,4,男,1624668758,0,0,量子波动[笑哭][笑哭][笑哭]
即将升空的小火箭47,5,保密,1619431484,0,0,我靠，怎么这么好笑
花花是我吗又好像是我,5,女,1618538100,1,0,有些事结局是什么啊
荒野中的长乐熊,6,男,1618510263,0,0,灵坟拷问[滑稽]
快乐老家想看啥看啥,3,保密,1618481164,0,0,笑死
石榴煎酒借一当十,5,女,1618310788,0,0,"为什么会有人敢说量子波动速读这种东西啊？
为什么会有人相信量子波动速读这种东西啊？"
￡安魂曲々,6,男,1616322759,0,0,这节目的败笔就是留言用配音配出来了
账号还没注销啊,5,男,1615886162,0,0,记者叫支援
-大一大万大吉-,4,男,1613289640,0,0,新聞知する
没关系iii,5,女,1612349254,0,0,神TM光的波粒二象性。。
修仙筑基飞升可期,4,男,1611663103,0,0,拉黑名单
同平章事兼两京制置使,6,保密,1601337898,0,0,@37个土豆
马熊,6,保密,1600853455,0,0,杭州人来了哈哈哈 没想到这么多年后全国都知道了1818黄金眼 小时候经常看
红烧猪翅中,6,女,1596800241,0,0,真的给我笑死了，常看常新
卖萌可耻却有用,5,保密,1596760860,0,0,"感觉都是戛然而止，没内味儿
我还是等1818更新吧"
夜目石苦,5,男,1596730709,0,0,阿玛尼轩合集在哪
Maruisz,5,男,1596729013,0,0,只有23集？才看到第二集 舍不得看了[喜极而泣]
Maruisz,5,男,1596728708,0,0,好好看 居然每个新闻都莫明搓中我的笑点
男神音嘤嘤嘤,5,男,1596561197,0,0,有那味儿了
暮光闪闪TS,6,保密,1596559349,1,0,看了前两集，真的有种尬感，主要是读评论，评论的内容，还有配乐啥的真挺尴尬的
造像师傅,5,保密,1596554384,0,0,最好笑的视频
负加零,6,女,1596552049,0,0,我才找到啊啊啊啊哈哈哈哈哈哈哈哈哈
布灵布灵ぃ,4,保密,1596543084,0,0,[抠鼻]
潮落x_x,5,男,1596541933,0,0,[热词系列_知识增加]
不一样的劈劈啪啪,4,保密,1595152594,0,0,想去1818上班打杂
一段葱,4,男,1587734975,0,0,黄金眼好强啊，每次都问到了关键点，一刀见血，这才是我们想看到的采访呀，直击问题根源
我真的没病不要抓我,5,男,1586617908,0,0,@1818黄金眼
账号已注销,0,保密,1585559587,0,0,我们年轻人     [喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣]
包龙欣,5,男,1585093171,0,0,鸽以永治[OK]
江月然,6,保密,1583253947,0,0,这是要笑死我吗[喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣]
敲爱小鱼干,5,女,1581171364,0,0,被迫物理撤退
