name,level,sex,ctime,rcount,like,content
紧身普金,6,保密,1550145962,0,0,妈呀我发现什么了笑死我了
蜜萌花,4,女,1550145372,0,0,封面胖子一脸陶醉的表情。
我无语了好吗,6,保密,1550145256,0,0,我竟然都看过。。。都是首页推荐的，有毒
花草木路,5,男,1550145238,0,0,预测黄金眼会变味，成为网红孵化器
wood木头,6,男,1550144459,0,0,封面的发际线跟p的一样
每天都睡不够觉,5,女,1550144672,0,0,哈哈哈哈
今天几点睡--,5,男,1550144560,0,0,"《分手后的伤》
《分手也不一定分手》《分手之后不在挽留》《分手后不要做朋友》《分手不是我要的结果》《分手需要练习的》《分手日记》《分手十次方》《分手的季节》《分手物语》
《分手了就不要记得我》《分手了就不要联系》《分手了就不要再联络》《分手了就不要回头》《分手吧算了吧》《分手歌》《分手纪念》
《分手了就不要再继续》《分手》
《分手快乐》《好心分手》《分手没有什么大不了》《和平分手》
《天亮以后说分手》《第二代次分手》《爱到尽头是分手》《不该和你分手》《选择分手》
《流着泪说分手》《不能和你分手》
《我们能不能不分手》《快乐的时候说分手》《坚强分手》《来生不分手》《笑着说分手》《和寂寞说分手》《无痛分手》《全世界分手》《和她分手》《风一样分手》

马上就是情人节了，推荐各位看看《名侦探柯南》第6集:情人节杀人事件第19集: 6月新娘杀人事件第98集:小五郎约会杀人事件第106.107集:初恋情人回忆事件第141.142集:结婚前夜的密室事件第266集:情人节的真相第532集:初恋的伤痕

      第659集:背叛的白色情人节

      第692.693集:赌上性命的恋爱转播第799集:消失在暴风雪中的恋人希望大家喜欢，情人节快乐!

      预备，唱!大河向东流啊!天下的情侣都分手啊!嘿嘿呵呵让你秀哇!过完情人就分手啊!路见情侣一声吼啊!不分手就泼汽油啊!点火烧死没人救啊!嘿呀一二呀!秀恩爱的都分手啊!"
呜哇WuWa-,5,保密,1550144673,1,0,情人节特别提示：戴套不规范，孕棒两条杠
无敌破坏肠,5,女,1549985801,0,0,这一期真的好好玩哈哈哈哈哈哈
野蔵红乃,6,女,1549977737,0,0,怎么你们看谁都像小吴啊，那是阿玛尼轩，你这个假粉丝（滑稽）
安康鱼天下第一,6,男,1549970714,0,0,百乐廷的呢
只想静静的提利昂,5,男,1549944075,0,0,我的波粒二象性呢！
牧赖丨红莉栖,6,保密,1549899086,0,0,黄金眼现在最大的缺点就是画质宛如05年水平(=・ω・=)
ThePictures,6,保密,1549892646,0,0,满分[小电视_太太喜欢]
LuxDX,6,男,1549885973,0,0,记录片分区(ﾟДﾟ≡ﾟдﾟ)!?
DreamDZhu,5,保密,1549883283,0,0,突然在想会不会有骗子把塑料模特烧黑当太岁卖
LordNibbIer,6,保密,1549868413,0,0,苟...苟？苟！
不为输赢但求无悔,6,男,1549867316,0,0,完美答卷
夜里静悄悄,5,保密,1549867365,0,0,人工智障
琦琦喜欢花卷,6,女,1549862810,0,0,满分交卷
每天一杯快乐水,6,保密,1549857768,0,0,我觉得机器人布丁还不错哦
饺子与老醋,5,男,1549808618,0,0,来了老弟
牛牛ol,6,保密,1549806144,0,0,我感觉像小吴
我永远喜欢日枝田史绪,6,男,1549798790,0,0,哈哈，忠实用户报道[2233娘_大笑]
小夏时,6,女,1549797406,0,0,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
miu_FA,6,保密,1549796361,0,0,太秀了这集[小电视_赞]
无月Tsuki,6,保密,1549784279,0,0,哈哈哈哈哈哈太搞笑了
你兽爷爷驾到,6,男,1549784204,0,0,这就是我为什么喜欢1818
小狗泡泡雨,6,保密,1549783281,0,0,哈哈哈
红裙子洋葱,6,女,1549780570,0,0,黄金眼真人才
人形自助抱抱机,6,保密,1549776440,0,0,笑哭了23333
山楂草莓木槿花惹,5,保密,1549771733,0,0,可以说是满分了
立羊扬,6,女,1549769817,0,0,xswl
提亚狐咧咧,6,保密,1549767162,0,0,别问，问就皮卡丘
化作天使的小鼠,5,保密,1549765943,0,0,从小看你们
微夏风,6,女,1549762801,0,0,我的快乐瀑布[2233娘_卖萌]
皮特汉斯-季默鳄梨,5,男,1549761881,0,0,来啦
吃花漱的猫酱,6,保密,1549761537,0,0,哈哈，有意思
穿越三亿小学生,5,保密,1549760532,0,0,这期没什么难度呀
我是青王,6,保密,1549759793,0,0,怎么这期不是又是你旁白了
撕萌氏,5,保密,1549759189,1,0,除了第二个***太岁没答对，其他全部满分，告诉我我是个铁杆粉丝吗
咩嘿嘿嘿嘿嘿嘿嘿嘿,5,保密,1549749122,0,0,不就是硬币么 给你(〜￣△￣)〜 我居然100分哎
喵の左爪,6,男,1549746724,0,0,哈哈哈
钱钱钱钱钱钱呀,5,保密,1549738024,0,0,hhhh笑死我了
卷毛怀旧厅,5,女,1549737400,0,0,全对！ 把小杨给我做奖励叭
啦啦啦啦啦0001,6,男,1549736200,0,0,1818黄金眼，我的快乐源泉。23333333
啥都不会啊,6,保密,1549734923,0,0,尼玛，我全看过[2233娘_大笑]
罒仐罒,5,保密,1549732617,0,0,居然没有量子力学
FUP-,6,保密,1549732008,2,0,求太岁求一期[小电视_笑]
xxndv,5,男,1549731639,0,0,我要笑死了
张恒立,5,男,1549730884,0,0,666
颓废啊颓废,6,男,1549730623,0,0,满分通过233333感谢黄金眼带来的快乐_(:з」∠)_
钻石王老鼠,6,男,1549730033,1,0,还没看，盲猜天德池，百元哥（姐），还有眉办法
成分可杂力,6,保密,1549729224,0,0,尤老师，池花，晴天等人已就位
得道之人,6,男,1549729195,0,0,好看(｡･ω･｡)ﾉ♡
跳进北冰洋的企鹅,5,保密,1549727937,0,0,敏宝宝哈哈哈
跳进北冰洋的企鹅,5,保密,1549727955,0,0,那个傻蛋老爷爷哈哈哈
西棠18号街,5,保密,1549726716,0,0,想要那个太岁模特的链接
阿呵呸,5,男,1549725803,0,0,有个那个骗小孩的那个，蒙眼睛猜颜色，量子纠缠的那个校长，
无人能挡的阿三哥,6,保密,1549724996,0,0,[小电视_汗]居然都看过，我真TM是忠实粉丝
Jinx_就是_Jinx,5,男,1549724895,0,0,不是吧，还真的弄了个番剧列表啊？!
万恶闲为首,5,保密,1549724796,0,0,组队开年度大会员的，私我。。。
逸灵兔123,5,女,1549724803,0,0,1818出番了？？！！
倒霉rex,6,男,1549724629,0,0,来个天德池口巴
抱紧空调555,6,男,1549723938,0,0,nb
双子夕雾,5,保密,1549723513,0,0,"番剧啊
我追爆"
汤白白白-,6,男,1549723402,0,0,来了来了
wzdsxxla,5,保密,1549724327,0,0,哈哈哈哈哈哈都看过是一个合格的粉丝辽~！
西西西西子cc,4,保密,1549722968,0,0,100分
心若猛虎,6,男,1549723231,0,0,笑鼠
桶装螃蟹,6,保密,1549722557,0,0,全是送分题哈哈哈
Aiz_游仙,5,男,1549722437,0,0,哈哈哈哈哈哈
立羊扬,6,女,1549721819,0,0,全是老朋友
就叫张一口,6,保密,1549721892,0,0,马马虎虎90分！风里雨里B站等你~~~
猪肉狂,6,男,1549721655,0,0,6666
w3237_,6,男,1549721237,0,0,ep262266可海星[2233娘_无言]
叶文彬,4,男,1549720176,0,0,力挺相亲小吴
流萤肆散,6,男,1549720218,0,0,皮卡丘！
REDSLAY,4,男,1549719819,0,0,我笑死了哈哈哈哈
阿金金金金小悦,5,保密,1549719777,0,0,晚上在电视看看过了 我满分
战丶鹰,6,男,1549719766,0,0,跪求小吴续集(･∀･)
萌萌哒梅酱,3,保密,1549719695,0,0,看不过瘾啊
条条ww,5,保密,1549719429,0,0,都记得(=・ω・=)
为天落狂飙,6,男,1549719839,0,0,妙啊
樱空幻梦,5,男,1549719271,0,0,一直被模仿，经常被超越。
招财爸爸爱吃饭,6,男,1549719151,0,0,大眉毛
九月新学期,5,保密,1549718478,0,0,银泰城都买下来的徐宝宝，现在在去哪里了？还在直播吗
我是小流氓,5,保密,1549718350,0,0,(   ･  ∀  ･   )好了好了，我都没没看过
yy2xt,6,保密,1549718165,0,0,卞主任居然出现了10次，我才看过6次啊，去补其他番了…
笙声入心,6,保密,1549717911,0,0,(=・ω・=)
九月新学期,5,保密,1549718387,0,0,我只想看看 八套房小吴相亲的节目，在那里看，大声告诉小姐姐
天猫络合物,6,保密,1549716687,0,0,假富婆遇到真富婆(｀・ω・´)
神态语,5,保密,1549716668,0,0,加油(ง •̀_•́)ง公平正义需要大家维护
改头绪的本钱,6,男,1549716331,0,0,哈哈哈哈哈哈
这里賯虣,6,保密,1549716243,0,0,全部看过哈哈哈哈
狂吃辣的汪酱,6,保密,1549715981,1,0,入坑比较晚，只看过小吴的连续剧(●￣(ｴ)￣●)
神秘兜帽人,5,女,1549715910,0,0,我三连，铁杆粉，懂我意思吧
喜欢阳光的小菜,5,保密,1549715540,0,0,全部看过，希望再新的一年1818年继续给大伙帮助，带来好的新闻，我们会一直支持1818的。
Forget灬落倾城,6,保密,1549715820,0,0,真实（
长河落日看云舒,6,保密,1549715385,0,0,哈哈哈哈
魔王亖,5,男,1549715216,1,0,我最喜欢看1818黄金眼了，妈妈给了我最喜欢的，，，。(=・ω・=)(｀・ω・´)
忆何飞舞,6,女,1549715092,0,0,前200[小电视_嘟嘴]
高年级是你们的老大哥,6,保密,1549714981,0,0,不是浙江人，但我说是资深粉丝绝对没问题啊！
那本樱,5,保密,1549714914,0,0,我去
人間失格♂,6,男,1549714733,0,0,hhhhhhhhhhhhhhh
SylvanYan,6,男,1549714577,0,0,6666，还带全集封面啦[2233娘_大笑]
修云_,6,保密,1549714512,0,0,太秀了太秀了，真的会玩
至少五碗饭,6,女,1549714245,0,0,我都看过哈哈哈哈
鲨鱼酱YoYo,5,女,1549714096,0,0,哈哈哈哈哈
南派土夫,5,女,1549713996,0,0,这车我买的
DudeLebowski7,6,男,1549713937,0,0,轻松满分
薄荷天凉,6,保密,1549713931,0,0,如果置顶个传送门就更好了（￣▽￣）
不睡猝死,5,男,1549714510,0,0,又水了一集
人过≮花落,5,保密,1549713491,0,0,一个都没猜对a
MiffySM,6,女,1549713361,0,0,这期谁做的！出来挨表扬！ xsal嘎嘎嘎嘎嘎😂😂
哔哩小无忧,6,保密,1549713290,0,0,更新了更新了(=・ω・=)
寂竹skyr,5,保密,1549713262,0,0,耶！！一百分！（虽然有些是偷偷看弹幕同学的）
头伸过来给你加个buff,6,男,1549713221,0,0,赚了多少啦
罗家港路吴彦祖,6,男,1549713162,0,0,都是送分题，
超顺眼的ID,6,男,1549712544,0,0,阿玛尼轩
Bili_97086768,5,保密,1549712435,0,0,四千万播放量  应该有近十万收入吧  这还只有半年
雷尼子,5,男,1549712423,0,0,秘技 降智打击
星星LLLLL,4,男,1549712354,0,0,那个保姆的工钱给她了吗？顶我上去
云间月怜,6,保密,1549712265,0,0,现在不能每期投币了....
绘笙绘瑟,5,保密,1549712233,0,0,一月霸权
宇智波喵王,6,男,1549712138,0,0,看到敏宝宝的车钥匙🔑就想起了发姐哎😭[小电视_哭泣]
浔羊无术,6,男,1549712111,0,0,众筹几千块来一个太岁倒模
左氧酱菜,6,保密,1549712897,0,0,嘻嘻
笒笙丶,6,保密,1549712405,0,0,"猜猜我是谁？？？
······················
妙蛙种子！！！"
凉茶心语,5,男,1549712003,0,0,阿玛尼轩呢
孤身而来只影而去,5,女,1549712030,0,0,不是你
克鲁特尼转圈圈,6,女,1549711911,0,0,这个不投币怎么行
晚风从不喝酒,5,男,1549711872,0,0,表示我在电视上都看过，有这个合集还可以温习一遍(⌒▽⌒)
Yuugure-Yuu,6,保密,1549711858,0,0,国产9.9番剧
立朩斤,6,保密,1549711854,0,0,首先排除不是皮卡丘
xzx20070732,6,男,1549711829,0,0,浑身是梗
空野凛司,6,男,1549711827,0,0,二蛋没有别的问题，就是软体不稳定罢了，找骗吃骗喝康纳酱就能治好[2233娘_大笑]
管理员把我id下了,5,男,1549711720,0,0,还真弄成番剧模式了啊哈哈哈哈哈哈，追番追番
我的亚索不打劫,6,保密,1549711613,0,0,臀部石太岁
WorLdFraGmeNT031,6,女,1549711451,0,0,前排
诚实可靠王某人,6,男,1549712080,0,0,我去年看1818好像600分钟
咩咩咩毛,6,保密,1549711384,0,0,1818精华集合
再见世田谷,5,男,1549711294,0,0,天德池池花娘娘呢？
ゲロゲロ北,6,保密,1549711290,0,0,超喜欢敏宝宝连续剧哈哈哈哈
黑骑士伽司,5,男,1549711263,0,0,又到了我最喜欢的搞笑番更新时间了！
日斤晟,5,男,1549711260,1,0,最后的小吴，这么有才，就去相亲才会赢试试吧（￣▽￣）
NPC莫霛,6,男,1549711252,0,0,念诗之王：小吴
张小小鱼,6,保密,1549711217,1,0,怎么没有尤老师，华天池的啪啪啪，还有反串演员，太经典了
